关键词,内容
其他,南京的男性陪护假期究竟是多少天
其他,南京建筑工人退休办理的年龄是多少岁
其他,2016年度南京市职工平均工资是多少
其他,南京的2017年6月社保缴费比例的名细是多少?
其他,"南京市的男职工生育保险报销标准是多少?有多少是打在个人账户?错过了报销期,生育保险还可以报销吗?"
其他,南京市江宁区目前的社会保险费率分别是多少
其他,我是应届生，档案回原籍就是嘉兴市，是从学校寄的，邮寄地址具体写什么呢，收件人联系方式是多少呢
其他,我在嘉兴市的社保个人账户里的利息是怎么算的
其他,在嘉兴市2017年城乡居民基本养老保险缴费标准的通知怎么还没出，是不是政策要调整
其他,嘉兴社保性质城镇的话一般一个月失业金可以领多少钱
其他,大学生毕业档案问题，嘉兴市人力资源和社保局的电话是多少，我是桐乡的，可以档案放到嘉兴人事社保局吗
其他,请问下，2016年度嘉兴市社平工资是多少
其他,嘉兴市一次性工伤失业补助金的标准是多少
其他,嘉兴社保公司和个人缴纳比例各是多少
其他,请问报销生育金咨询电话是多少
其他,在嘉兴市缴纳社保有哪些规定，缴纳社保基数是多少
其他,在嘉兴市如果社保是个人缴费，生育能报销多少
其他,请问，嘉兴市的自由职业社保每个月多少钱
其他,17年自由职业养老金十医疗保险交多少钱。如果只买养老金行吗
其他,现在嘉兴市的社保缴费基数是多少
其他,机关事业单位职工医疗保险个人支付比例是多少
其他,临沂市社保网站的社保登陆账号和密码是多少
其他,临沂市莒南县注销农保卡相关部门联系方式是多少
其他,临沂职工社保每月划入医保的到底多少钱
其他,我2013年-2015年在临沂工作的社保，近两年没缴纳，现在在枣庄上班，怎么转移，还需要补这两年的社保费么，大概是多少。
其他,临沂市2014到2016年每个月的社保缴纳比例是多少
其他,在临沂市的初级会计证领取时间是多少
其他,临沂市的新农合报销范围是怎样的
其他,办了慢性病证书，参保了临沂市的城镇居民医疗保险，购买瑞士格利卫药物报销比例是多少
其他,请问我想修改一下中国人事考试网个人照片，省那边让联系市这边，请问联系电话是多少
其他,请问黄海路12号的临沂市莒南县人力资源和社会保障局毕业生就业科的电话号码是多少
其他,临沂市20141月年到2017年6月的社保缴纳基数是多少
其他,2018事业编考试报名时间是多少，在哪个网站报名，什么时候公布招聘岗位，是考前选好岗位报考，还是考完之后选岗位
其他,临沂市医院招聘报名时间是多少
其他,企业拖欠工资维权，应该找临沂市人力资源社保局的哪个部门，电话是多少
其他,您好 在临沂市兰山区工商局注册公司属金融行业 该行业工伤险 企业的缴费费率是多少
其他,"生育保险报销需要的材料递交给了临沂市罗庄区社保局,打算产假之后就离职,离职之后生育保险还能给报销多少?"
其他,临沂市兰陵县法定的月工作时间是多少个小时、最低小时工资是多少?
其他,想了解我的临沂市社保五险交了几个月  每个月交多少钱
其他,临沂市城乡居民养老补贴财政补贴是多少
其他,查查我的养老保险有多少钱
其他,临沂市经济技术开发区什么时候通知体检，人社局电话是多少
其他,临沂经济技术开发区政务大厅审核劳动合同和就业情况的窗口的电话是多少
其他,2017年报考临沂市沂南的公务员，体检什么时候通知，通知方式是手机还是邮电方式，沂南主管部门的联系电话是多少
其他,生源地是临沂的，在吉林省上的大学，邮寄到社保局的联系地址和电话是多少
其他,我想咨询下五险公司和个人的缴费比例。还有临沂的最低工资是多少
其他,临沂市沂水县生育保险科电话是多少
其他,临沂市晚育的生育津贴是多少
其他,临沂市的医疗保险报销范围包括哪些
其他,临沂市今年的个人社保缴费基数是多少
其他,临沂新农合医保在青岛生育能报的范围和比例是多少
其他,宫外孕报销属于临沂医保报销还是是生育报销，报销比例怎么算，
其他,临沂市人力资源社保局档案接收的详细地址和收件人及电话是多少?
其他,临沂市遴选成绩复核截止日期是多少
其他,我今年6月3号参加临沂市组织的遴选考试，准考证找不到了，想问一下我的准考证号是多少
其他,"高校应届生毕业,档案回生源地（临沂人力资源和社会保障局），邮寄地址和电话是多少"
其他,一胎晚育由临沂社保基金发放的生育津贴是多少天
其他,临沂医保卡断交需要补缴吗?社保补缴一个月多少钱?
其他,临沂市兰陵县人才市场具体电话、地址是多少
其他,请问临沂市2017年社保缴纳基数（最低和最高）及各项保险缴纳比例是多少
其他,临沂市托管养老保险和医保各是多少钱
其他,临沂退休职工医保卡个人账户金额该打入多少钱
其他,请问2016年临沂市职工月平均工资是多少
其他,"临沂市人力资源和社会保障局档案接收的具体地址,邮编和单位以及电话分别是多少?是否需要去办理的手续"
其他,郯城县医保报销比例会跟在临沂市兰山区购买的一样吗?
其他,请问下企业属于物业公司，在临沂市交纳社保时工伤保险企业承担的比例是多少
其他,临沂2017年最低工资标准、社会保险缴费基数、公司和个人缴费比例及金额各是多少
其他,临沂市人力资源和社会保障局档案接收部门、联系人和联系电话是多少
其他,临沂市2017年最新社保基数是多少
其他,武汉的职工医保，工作在福建，户口在湖南浏阳，在浏阳住院治疗，请问该怎么报销，报销比例为多少
其他,因身体原因想怀孕28周后请2个半月的产前假休息，工资是怎么算啊
其他,你好！想咨询武汉市国企遗属生活困难补助最新发放标准及金额是多少
其他,社保和公积金办理点离武大科技园最近的地址和电话是多少
其他,社保要补缴1996年-1999年大约多少钱
其他,2017年7月起武汉市蔡甸区社保医保最低档的个人缴费金额和公司缴费金额分别是多少?
其他,在武汉 缴纳的社保只有半年住院报销比例是多少
其他,武汉大学生医保报销比例以及登陆用户名和密码是什么
其他,武汉市参加生育保险男职工未就业配偶生育享受生育医疗可以报销多少
其他,武汉社保卡报销范围和比例问题是怎么定义的?
其他,1989年参加工作，1994年参加社保，2000年单位下岗，2013年参加医保，办理退休时，医保视同缴费年限是多少年
其他,请问武汉2017年7月份开始，（17年下半年的）社保基数是多少呢
其他,武汉市2017至2018的社保缴费基数是多少
其他,武汉市灵活就业人员社保缴费标准怎么多扣了
其他,湖北工伤计算一次性医疗补助金和一次性就业补助金时的社平工资基数是多少
其他,低保胰腺癌晚期患者苏州医保可以报销多少比例
其他,常熟社保缴费比例分别是多少
其他,苏州的个人社保编号是多少
其他,苏州毅豚贸易有限公司社保编码是多少
其他,我的苏州社保编号是多少，身份证是320521197510062320
其他,苏州的研究生有没有住房补贴啊，申请条件、时间和期限是多少。
其他,2016年苏州昆山年平均工资是多少
其他,"单位要给我进行赔偿,苏州市2016年月平均工资是多少"
其他,我想问下我苏州社保的个人编号是多少
其他,苏州市最低工资标准1940元中是否包含职工个人应缴社保费用，谢谢
其他,苏州地区的最低工资标准调整出公告了吗
其他,苏州的2017年最低工资标准及文件 
其他,苏州的个体户社保缴费标准多少    社保医保   买哪些保险是可以选择的吗
其他,"16年7月-2017年1月社保间断7月,现在做社保补缴,苏州社保补缴基数最低是多少"
其他,苏州医保卡余额用完后，自费是多少
其他,苏州儿童医保的使用要求和报销比例情况在哪里在可以看
其他,苏州的农民已购社保后拆迁，每月增加多少钱
其他,我的苏州社保编号是多少
其他,苏州医保的医疗补助是怎么算的?
其他,西安失业保险工伤保险生育保险的缴费比例分别是多少
其他,"怀孕中为保胎做宫颈环扎术住医院了,是否为西安市医保报销范围"
其他,"西安西咸新区的档案寄送地填西安市人力资源和社会保障局,地址和电话是多少?"
其他,西安市医保卡的初始密码是多少?12333的这个咨询电话形同虚设，打了一下午，没有打通
其他,2017年西安防暑降温费标准和高温补贴标准是多少?
其他,你好，请问2017年西安社会保险单位及个人缴纳比例是多少，具体的缴费标准明细是什么
其他,西安未央区人才服务中心档案转寄的联系人和电话是多少?
其他,"西安市雁塔区人在西安市上大学,毕业档案要邮回生源地是西安人力资源社保局吗?联系电话和地址是多少"
其他,"应届生档案回原籍,西安市人力资源和社会保障局的地址和电话是多少?"
其他,西安市周至县人社局档案室的电话是多少?
其他,我想问一下，西安市临潼区区属医院事业单位编制刚招录进去能拿到多少工资
其他,西安市对于退休教师的抚恤金的支付标准是多少?
其他,西安市人力资源与社会保障局的具体地址，接收档案部门具体名称以及联系电话是多少
其他,西安市应届高校毕业生接收部门、档案转寄单位及地址分别是多少?
其他,办理医保需要提交哪些资料，公司不给办理，自己办理的费用是多少
其他,顺产在医院住院结算了，减免了4000元，产前检查的费用还能报销多少呢
其他,我是城镇职工，掌骨骨折，用了钛合金钢板，想咨询下特殊材料费的报销比例是多少
其他,想咨询一下西安市2016年社平工资是多少
其他,2011陕西省财政厅158号文件调整冬季取暖费标准是多少?
其他,外科病（如骨折、韧带断裂等）在西安大学生医疗保险报销范围内吗
其他,近十年，西安市各社会保险的社保缴费基数分别是多少
其他,"按照西安市人社发〔2017〕108号文件精神,儿童医保需要补交多少钱"
其他,西安产假天数最新具体是多少呢
其他,西安人力资源社保局档案接收人姓名和电话是多少?
其他,西安2017年社平工资是多少
其他,西安市2016年社会保险缴费基数是多少
其他,想了解一下2016年西安市五险一金缴费基数及比例各是多少，详细的明细
其他,2005年之2017年每一年养老保险最低基数是多少。从05年补交个人需要交多少
其他,外地户籍在西安办理医保的缴纳费用是多少?
其他,近几年西安市社会保险缴费基数是多少
其他,你好，我现在居住在西安市三桥华润二十四城，想问一下，三桥现在社保归属哪个区管，联系电话是多少
其他,西安市生育险可以报销哪些费用?比如产前的检查保胎可以报销吗?生育险报销的比例是多少?注意事项有哪些
其他,生育保险可以报销哪些费用，具体的流程和注意事项是什么，报销的比例是多少
其他,今年最低工资标准调为1680元，请问这里面包含不包含个人应缴纳的社会保险部分
其他,请问西安市新办理社保的企业养老与其他险种缴费基数是多少
其他,为什么高级职称的绩效工资标准低于中级职称
其他,西安2016年修订以后的产假一共是多少天?需要提供什么资料?有没有产检假
其他,未按西安市最低工资标准发的怎么办
其他,西安市最低工资标准5月1日开始执行，那5月份发放的4月的工资，是按照旧的标准算还是新的标准算
其他,西安市医保零星报销多久可以报销下来，报销的比例是多少?
其他,西安市劳模退休待遇是多少?
其他,我这个月办了居民医保，下个月就可以用了吗，还有生孩子的报销比例是多少呢
其他,2015年全省在岗职工平均工资是多少。还有就是一次性伤残补助金：本人工资是离职前12个的，还是受伤前12个月
其他,"企业能够否聘请50岁以上中老年人工作,税费及社保缴纳的比例及最低缴纳金额是多少"
其他,"西安市关于内退的具体政策,西安市内退人员工资标准是什么?"
其他,我单位改制安置人员，涉及人员费用按照2016年西安最低工资标准补偿。请问是多少。是否有相关文件。
其他,"之前是民营企业工作,西安养老保险缴纳时间是2013年9月-2016年2月,工龄怎么算?"
其他,西安市碑林区城镇职工基本养老保险经办中心的地址和电话是多少
其他,西安市最低生活保障标准是多少
其他,陕西省内非西安市的职工医疗保险在市住院以及进行个人账户的支付使用时在报销比例和待遇上有什么区别
其他,西安社保五险各险种的最低和最高缴费基数，公司、个人的缴费比例分别是多少呢
其他,回江西省探亲期间突发乳腺炎住院治疗，请问这样的情况属于异地就医报销范围吗
其他,西安市医保卡很久没用了，没有改过密码，初始密码是多少
其他,请问西安个人社保缴费标准是多少
其他,你好.我2016年7月受的工伤，现在要赔付了我想知道西安市2016在岗职工月平均工资是多少。谢谢
其他,西安市执行的最低工资标准里是否包含员工个人缴纳的社保?
其他,西安城镇居民医保门诊慢性病报销范围是多少
其他,应届毕业生档案从济宁回到临沂生源地，该填写什么地址，接收部门是什么，联系电话是多少
其他,临沂市医保报销问题，手术住院，医疗费用报销多少
其他,临沂人力资源和社保局档案接收人员姓名与电话是多少?
其他,2013年出生的小孩，武汉城镇居民医保需要补交多少钱 ?
其他,我想了解知道关于城镇职工门诊透析费用二次报销的规定，（报销比例，报销时间，报销方法等）谢谢！
其他,请问陕西省关于女职工产假规定明确是多少天，有具体文件吗，还有在休假期间，所在单位是否要发过节费
其他,西安市规定城镇职工医保缴费年限是多少年
其他,西安城镇医保二次报销的比例大概是多少
其他,西安医保大额医疗补助保险最高支付限额是多少
其他,我单位女职工生育二胎，现在临沂市规定的产假天数是多少天
其他,脑起搏器临沂什么时候能纳入医保报销范围?
其他,请问临沂市平邑县人社局电话是多少
其他,请帮我查询我的临沂市养老保险账号是多少。
其他,"临沂2009年教师退休,中级职称,2017年2月份病故,抚恤金、丧葬费、遗属补助各是多少"
其他,想问下现在的农村养老保险一个月领多少钱
其他,生育保险的生育津贴可以补贴多少天
其他,临沂费县二胎剖腹产生育险住院生产报销比例是多少?
其他,临沂人力资源社保局的档案接收具体地址是多少?
其他,毕业生档案寄到临沂人力资源社保局，现在学校需要统计收件人地址、姓名及联系方式是多少?
其他,临沂工伤的赔偿标准是多少?
其他,临沂社保的最低基数和最高基数分别是多少?公司承担百分之几?个人承担百分之几
其他,"在济南换发社保卡，山东省人力资源和社保厅预校验未通过,怎么注销平邑的社保卡?联系方式是多少"
其他,毕业生档案要从北京寄回山东省临沂市人力资源和社会保障局，联系人、电话邮政编码分别是多少
其他,今年的临沂市兰山区最低工资标准是1640，我想问下这里面包含五险一金吗
其他,临沂17届本科毕业生，现在学校让把档案邮寄到生源地沂南县的档案邮寄地址，联系人，电话是多少?
其他,想查询下现在公司给交的养老保险情况，和每个月缴纳多少钱，已经给交了多少月
其他,企业放假之后，放假期间工资按照最低工资标准的百分之七十，再扣去个人社保和个人公积金，请问这个标准合规吗
其他,临沂农村新农合医保骨癌报销比例多大
其他,临沂市2016年个人缴纳养老保险金额是多少
其他,平邑县新农合医保做了心脏支架手术花了大约10万元，新农合医保的报销比例要求是多少
其他,顺产和剖妇产最高能报销多少
其他,临沂市2017年单位和个人的社保缴费比例各是多少
其他,在天津上大学，应届毕业生，想问一下能不能接收档案，自提还是邮寄，邮寄的话地址是多少呢
其他,"2017级毕业生在北京上学，生源地为临沂市兰山区，人事档案需要寄回临沂市社保局,联系电话和地址是多少"
其他,"应届毕业生人事档案要寄回临沂,临沂人力资源和社保局负责档案接收的老师姓名和联系电话是多少"
其他,临沂市2017三支一扶报名时间是多少
其他,临沂地区社保卡每月的划费比例是多少
其他,长沙养老保险退休金什么时候可按新工资标准计算
其他,2015年长沙市平均工资是多少?
其他,想请问下长沙的最新的社保公司缴纳比例和个人缴纳比例是多少
其他,你好，我是要去长沙交基本养老保险请问每月交多少钱
其他,请问长沙的社保有几种档次，分别公司交多少钱
其他,退休时社保和医保必须连续缴纳多少年才行吗、具体要求是多少年，是否要补交才行
其他,长沙长沙县工伤保险单位缴纳的比例是多少
其他,武汉教师政策范围内生育二胎的产假是多少天?
其他,武汉社保卡办理中的社保卡号和密码是多少
其他,武汉市 2017单位社保缴纳基数是多少
其他,"职工医保缴纳,武汉城镇职工医保目前缴费标准大概是多少"
其他,在蔡甸的武汉同济医院住院报销比例是多少
其他,武汉社保查询的个人登录用户名和密码是多少
其他,武汉市2017年医保住院及大病保险报销比例
其他,武汉社保增员的审核期是多少天
其他,2016年武汉市社会平均工资是多少
其他,"成都社保个人缴的最低档40%,养老和医保的报销比例如何计算呢"
其他,成都企业职工医保报销比例和上限是怎样设置的
其他,成都参加城乡居民医疗保险的报销比例和标准是怎样的
其他,成都市个人缴纳社保的金额从2017年6月开始每月缴费是多少
其他,请问成都市企业女职工的退休年龄是多少岁
其他,我们厂是说按成都最低工资标准算，这合不合法
其他,成都市2016年社保缴费基数（四档分别）是多少
其他,请问下成都市2016年年度职工平均工资是多少
其他,成都的个人参保（最低档）的医保、大病报销比例和职工参保医保、大病报销比例有区别吗
其他,请问在上海第一妇婴医院做海扶刀手术去除子宫肌瘤属不属于医保报销范围
其他,请问上海市应届高校毕业生失业补助金标准是多少
其他,"做12小时休息36小时。月薪：2300元,五一劳动节加班工资怎么算?"
其他,苏州夜班补助标准是多少
其他,您好！我是外企的一名女财务经理，请问目前的政策退休年龄是多少，谢谢
其他,不知道自己的社保编号是多少
其他,苏州的生育津贴如何查询自己能拿到多少钱
其他,2016年苏州市和苏州高新区的平均工资分别是多少
其他,1994年11月02日出生的女性，在2017年10月01日结婚的话，不属于晚婚，婚假应该是多少天呢
其他,苏州的社保个人编号跟账户还有密码是多少
其他,"免疫缺陷病和关节炎罕见病,青岛医保能否提高报销比例?"
其他,你好！请问现在青岛市社保缴纳月最高基数是多少
其他,鲁人社发〔2015〕29号补缴政策停止后会不会对原来文中的缴费标准和待遇标准有调整?
其他,毕业后未就业，档案转至深远地人才中心，可以保管的年限是多少
其他,我想问一下门诊大病挂号费在三甲医院是否在报销范围内
其他,在青岛市自己交社保 一个月交多少钱?外地人需要准备什么资料
其他,医保卡是山东省人力资源和社会保障局发的卡，在青岛哪些医院可以用?报销比例如何?青岛药店都没法买药
其他,请问正常参保女职工在怀孕期间，孕早期和中晚期各能报销多少医药费
其他,从未交过社保的人，一次性补缴20年需要多少钱
其他,青岛市平度市大学生创业补贴是多少钱
其他,青岛市岗位补贴和社会保险补贴的标准是多少
其他,如果单位职工发生工伤，具体的报销额是多少呢
其他,我想请问一下青岛现在的失业金每月是多少钱呢
其他,公务员已加入补充医疗保险，住院报销比例有所提高，请问非参公事业单位在编有没有加入补充医疗保险计划
其他,青岛建筑业企业的的社保各险种缴费比率分别是多少
其他,按照青岛29号文补缴养老保险后一个月到手养老金是多少?
其他,青岛市最低工资标准，是应发还是实发工资不得低于最低工资标准
其他,在编事业单位人员（科员），如果参加山东省统一的事业单位招考或公务员招考，职级工资怎么算?
其他,现在青岛市退休职工最低养老金是多少
其他,城镇居民个人交纳一档居民医疗保险，自然分娩报销比例
其他,请问青岛市2017年申报社保基数是多少
其他,社保编号是多少
其他,交通事故中病人使用的曲克芦丁脑蛋白水解物是否在苏州张家港市医保药品报销范围内?
其他,苏州张家港市社保基数单位和个人比例分别是多少
其他,张家港市最新的社保缴纳比例是多少（上限和下限以及比例）
其他,现在五险缴费的最低基数是多少
其他,临沂市2016年度社平工资发布没有。是多少
其他,"临沂社保缴费基数是3002,每个月打入医保卡多少钱,比例是多少"
其他,临沂市最低工资标准规定的工资数，是实际发到手的钱数吗
其他,临沂医保余额一般会存入多少钱
其他,你好 我13年就毕业了 但是档案一直在自己手里  我是自考档案  请问如何办理档案托管  相关部门电话是多少
其他,关于职业年金的政策是个人交缴费工资的4%，单位交8%，计入个人职业年金账户，请问去哪里查自己的职业年金账户有多少钱了
其他,医疗保险已中断，医疗保险补缴的基数是多少，每月要缴纳多少钱，单位和个人分别承担的比例各是多少
其他,网上信息说鲁政字 【2017】 86号文关于山东最低工资标准上调的内容，请问是真的吗
其他,临沂市兰山区2017年最低薪资标准是多少
其他,2017年6月临沂市兰山区社保缴费基数是多少
其他,临沂生育险报销二级医院住院报销标准是多少
其他,临沂市2017年养老保险个人缴交比例分别是多少
其他,临沂市临沭县居民医保科咨询电话是多少
其他,临沂兰山2017年社保基数，是多少
其他,临沂市兰山教师面试时间是多少
其他,山东省临沂市人力资源和社会保障局组织机构代码和传真是多少
其他,大面积巨痣症到底在不在新农合报销范围内，请给个明确的答复，谢谢
其他,在外地，临沂市公务员面试具体时间是多少
其他,临沂蒙阴新农合医保血管瘤手术报销比例为多少
其他,新农合卡号是多少
其他,我是临沂市莒南县技工学校09年毕业的我想查询我的毕业证书编号是多少
其他,沂蒙路人力资源和社保局托管私企人事档案的部门电话是多少
其他,临沂人力资源和社保局分管毕业生人事档案的联系人电话是多少?
其他,父母是农村户口，年龄50多了，现在除了每年交三四百元前参加养老保险之外，还有类似一次交多少钱后，按月领取养老金的政策么
其他,临沂市公务员考试的行政职业能力测验成绩： *.3分点3是怎么算出来的
其他,补缴临沂医保后每个月划入医保卡的钱比例是多少
其他,临沂市公务员考试总成绩是怎么算的，我的分别是48.2和55分，总成绩怎么是48.1 是平均分么
其他,临沂市的公务员考试成绩总分是怎么算的
其他,我在外地上大学，毕业派遣选择回生源地报道（生源地是临沂市平邑县），请问派遣信息中单位所在地代码是多少
其他,您好，请问下临沂市2017年最低工资标准，2017年社保最低缴费基数是多少
其他,临沂市1996年至2017年每年的最低工资标准是多少
其他,临沭县在岗职工医疗保险报销咨询电话是多少
其他,单位不给买社保迫使员工离职，经济补偿金的基数是多少
其他,没有工作单位的灵活就业人员可以参保职工医疗保险和养老保险吗，缴费比例是多少，按照现阶段最低标准。
其他,南京市目前的平均工资以及最低工资是多少
其他,南京市社保的异地生育报销比例与异地生育报销流程是怎样的
其他,退休返聘的工人待遇受不受最低工资标准的限制
其他,我公司员工请病假，咨询下武汉市最新的官方病假工资标准规定。
其他,女员工怀孕后假单上的疾病为“早孕或孕几周”，病假期间职工工资怎么算
其他,武汉生育保险报销，若到生产时，交满6个月，不足一年，可以报销多少。
其他,请问武汉市2016年度职工年平均工资是多少
其他,武汉市每年社保计缴基数以及个人账户计息利率是多少
其他,"在化工行业属于有毒有害工种工作6年,离职后一直在灵活就业窗口缴纳社保,工龄怎么算?"
其他,苏州相城区社保最低基数和五险比例是多少
其他,苏州社保卡编号是十位数，单位新给我的社保卡上面只有九位数的人员识别号，到底卡编号是多少
其他,苏州社保里的生育津贴到底怎么算的?能否告知员工社保局真实的补偿金额
其他,昆山2017年社保最低缴费基数是多少，企业和个人各承担多少
其他,酒店因装修改造停业期间员工生活费发放标准是多少?
其他,公司解除员工支付补偿金时需要的苏州地区上年度的平均工资是多少
其他,我想咨询下儿童参保的报销比例，以及什么情况下可以报销
其他,苏州吴中区每月社保入账社保卡比例是多少
其他,苏州2017年最新社保缴费比例是多少
其他,苏州社保是多少
其他,苏州2017年缴费基数上下限是多少
其他,社保编号只有七位，十位编号是多少
其他,本人想查询一下苏州的个人社保编号是多少
其他,哪里可以查到苏州医保的报销比例及限额规定文件
其他,深圳在职女职工产假假期是多少天?产假假期工资具体是怎么算的
其他,"工作的年限要从构买社保开始计算，但我是从1998年开始在该学校上班没交社保,工龄怎么算?"
其他,请问苏州2016年社会平均工资是多少
其他,"临沂社保最低缴费基数是2820元钱,生育津贴该怎么算"
其他,临沂市男方有生育险的报销标准是多少
其他,临沂市2017年灵活就业人员养老保险缴费是多少
其他,养老保险一共交了多少钱
其他,我是临沂市蒙山管委会的，我想问下我的社保基数及比例是多少
其他,我母亲是在临沂市人民医院离休。她不明白最近几年的取暖费是多少。委托我咨询。谢谢。
其他,黄葵?囊、金水宝胶囊和雷公藤临沂医保的报销比例是多少
其他,"在北京中科院物理研究所博士毕业的临沂生源毕业生,档案寄送单位及详细地址和联系方式是多少?"
其他,您好，想咨询目前临沂最低工资标准是多少
其他,你好，请问沂水县高桥镇荣仁小学的组织机构代码是多少啊
其他,临沂市社保直属在临沂市妇幼保健院刨腹产合并子宫肌瘤手术，生育医疗保险应该报销多少钱
其他,需要联系开发区人力资源和社保局局信息科，查询是否有居民医保社保卡信息，电话是多少啊
其他,请问自2011年到至今的职工平均工资是多少
其他,临沂市2017年灵活就业养老保险要交多少钱
其他,我这年龄得需要交临沂市社保多少钱
其他,我想知道医保卡里面的金额使用明细怎么查询。在哪里，什么时候，刷了多少钱！
其他,有社保卡，想看看有没有缴费，余额是多少
其他,参加生育险的职工，剖腹产的报销标准是多少
其他,请问2007年临沂市平邑县事业编笔试资格合格线是多少
其他,临沂市妇幼保健院进面试的人数是多少
其他,我的养老保险账户余额是多少，缴纳正不正常
其他,上海档案调档人档案保管所在地机构全称是多少
其他,临沂生育保险报销标准是整个临沂市统一的吗
其他,请问临沂上年度职工平均工资是多少；工伤期间住院伙食补助每天是多少。谢谢。
其他,"应届毕业研究生，我的户籍在临沂平邑县,临沂市人力资源和社会保障局联系方式是多少?"
其他,南京退休职工医保在上海异地就医报销比例是多少
其他,在南京缴纳社保五险缴费比例是多少
其他,请问现在南京市失业保险比例降到1%了，那单位和个人具体的比例又是多少
其他,想查下我南京社保的养老和医疗卡里有多少钱
其他,公司给办的南京职工医疗保险，在三甲医院门诊看病，怎么报销，比例是多少，需要哪些手续
其他,南京产假时间遇到周六周日开始怎么算起
其他,上个月小产怎么报销，需要准备什么材料！报销标准是多少！是打到公司账户还是个人账户
其他,登陆“南京人力资源和社会保障网上办事系统”，用户名输入的是我的社保卡号，但密码不知道是多少
其他,南京最新的二胎产假天数是多少天
其他,武汉市居民医保的报销范围和比例是什么
其他,请问武汉市生育保险生育医疗费异地剖宫产报销额度是多少
其他,你好；我爱人自己交社保，每月交1165.77元含289.49医保，正在办4050补贴。如果办下来，请问每季度补贴是多少。
其他,武汉市职工基本养老保险参保补缴的补缴基数是多少
其他,请问一下职称申报中，初级升中级，中级升高级，副高升正高的费用分别是多少
其他,国家规定产假期间工资按产前工资标准发放，请问这个标准中是否包含奖金和其他津贴，还是只指基本工资。
其他,武汉大学生医保住院费用报销比例是多少
其他,上海市公办幼儿园教师请半年哺乳假期间工资怎么算
其他,上海怃恤金和丧葬费的标准是多少
其他,在上海因为公司原因停工的工资怎么算?
其他,2016年上海平均工资是多少
其他,2015年、2016年临沂地区的统筹工资是多少
其他,临沂市每个月往医保卡里打多少钱
其他,请问临沂市事业编制考试翻译类进面试的比例是多少
其他,临沂人力资源和社保局局档案接收人是谁和联系电话是多少
其他,你好！我想查一查下，生育险报了多少钱及报销比例是多少
其他,请帮忙查询一下本人档案的去向，谢谢，如果还在贵单位，如果现在要转出，需要补交多少钱
其他,临沂市农村养老保险60岁以后一月大约能领多少钱
其他,在临沂市肿瘤医院做完肝癌的介入治疗新农合医保报销比例是多少
其他,临沂市装修行业企业工伤保险费率是多少
其他,如何补办临沂市焊工资格等级证，要哪些资料，要多少钱
其他,麻烦咨询一下临沂市卫生事业单位各岗位（医疗、护理、行政后勤）的最新工资标准。
其他,临沂社保查询的查询密码是多少
其他,临沂市事业单位工勤编调到政务服务大厅（参公单位），工资标准怎么定。
其他,临沂新农合医保大病二次报销比例多少
其他,临沂市今年养老保险和医疗保险缴纳金额分别是多少
其他,临沂市2017年社保缴费基数是多少
其他,临沂市2017年5月份最新社保缴费基数是多少啊
其他,我想咨询下，我母亲今年55岁，想买养老保险，可以买么?一次性买断的话需要多少钱?谢谢.
其他,请问退休城镇职工在临沂市中医院治疗慢性病恶性肿瘤的中草药报销比例是多少
其他,请问临沂市最新的社保最低基数是多少
其他,请问临沂市2017年最低生活保障线标准是多少
其他,临沂市补缴一年半的医疗保险需要多少钱
其他,帕金森病慢性病在临沂怎么办理慢性病证?以及报销标准
其他,临沂市2017年最新的企业社保缴纳基数是多少
其他,2017年临沂市事业单位失业保险费率是多少
其他,临沂市的生育保险一共能报销多少钱
其他,2017年的灵活就业人员社保缴纳基数出台了吗?是多少?谢谢回复
其他,临沂市生育险中产前检查费是550元，医疗费的报销费用是多少
其他,我的2017年临沂市公务员报名序号不小心忘记了   请问怎么才能找回能不能帮我看一下  我的序号是多少
其他,2017年各项保险，单位和个人缴费比例分别是多少
其他,临沂市社保缴费基数是多少
其他,临沂市生育险住院医疗费、药费等报销多少
其他,我想咨询一下生育报销二级和三级医院报销多少
其他,乳腺癌用药赫赛汀临沂蒙阴的新农合医保报销比例多少
其他,你好，我想咨询一下，临沂市社保直属事业单位正式员工生育险在市人民医院报销比例是多少，谢谢
其他,请问临沂市灵活就业人员社保（养老保险、医疗保险）今年缴费基数是多少
其他,请问2013-2016年这四年临沂市五险一金的计提比例是多少
其他,我想知道社保查询密码是多少
其他,"职称退休金,临时退休的退休金中职务职级（技术职称）等对应的退休补贴标准节点为2014年9月吗"
其他,自己在临沂市缴纳2017年社保医保的时间是什么时候，具体多少钱
其他,临沂新生儿医保每年缴纳多少钱
其他,2017年4月至2018年3月自己交社保多少钱
其他,母亲50岁在农村无工作单位 是否可以办理社保 一年要交多少钱
其他,想查下自己的养老保险账号，不知道账号是多少
其他,企业职工的退休年龄是多少
其他,想咨询一下临沂市兰山区社保缴纳费用最低基数是多少
其他,登录临沂市社会保险网上办税大厅的单位登记号是多少，我用缴纳养老金时单位的登记号提示用户不存在，想问下怎么回事
其他,临沂市人力资源和社保局负责接收档案的电话是多少
其他,临沂市2017年事业编考试成绩查询时间及网址是多少
其他,苏州吴江平望镇的常住人口是多少
其他,"吴江生育险在泰州生孩子,生育险怎么报销，报销金额是多少?"
其他,我的社保个人编号是多少
其他,吴江医保进口支架报销年度及装支架报销比例是多少
其他,武汉社保卡初始密码是多少呀
